"STATION","NAME","DATE","ACSH","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-05-29",,,,"0.00","0.0",,"94","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-05-30",,,,"0.00","0.0",,"94","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-05-31",,,,"0.00","0.0",,"94","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-01",,,,"0.00","0.0",,"93","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-02",,,,"0.00","0.0",,"91","66",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-03",,,,"0.00","0.0",,"93","61",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-04",,,,"0.00","0.0",,"97","62",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-05",,,,"0.00","0.0",,"101","66",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-06",,,,"0.00","0.0",,"100","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-07",,,,"0.00","0.0",,"99","68",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-08",,,,"0.00","0.0",,"101","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-09",,,,"0.00","0.0",,"102","73",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-10",,,,"0.00","0.0",,"100","72",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-11",,,,"0.00","0.0",,"94","68",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-12",,,,"0.00","0.0",,"99","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-13",,,,"0.00","0.0",,"98","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-14",,,,"0.00","0.0",,"98","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-15",,,,"0.00","0.0",,"99","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-16",,,,"0.00","0.0",,"100","77",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-17",,,,"0.00","0.0",,"101","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-18",,,,"0.00","0.0",,"102","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-19",,,,"0.00","0.0",,"101","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-20",,,,"0.00","0.0",,"99","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-21",,,,"0.00","0.0",,"98","78",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-22",,,,"0.00","0.0",,"98","78",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-23",,,,"0.07","0.0",,"96","74",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-24",,,,"0.06","0.0",,"88","73",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-25",,,,"1.79","0.0",,"95","69",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-26",,,,"0.14","0.0",,"97","75",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-27",,,,"0.00","0.0",,"98","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-28",,,,"0.06","0.0",,"99","72",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-29",,,,"0.83","0.0",,"88","68",,"    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-06-30",,,,"0.01","0.0",,"85","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-01",,,,"0.04","0.0",,"85","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-02",,,,"0.19","0.0",,"86","69",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-03",,,,"1.70","0.0",,"84","72",,"    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-04",,,,"0.24","0.0",,"90","74",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-05",,,,"0.00","0.0",,"90","75",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-06",,,,"0.00","0.0",,"91","74",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-07",,,,"0.00","0.0",,"95","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-08",,,,"0.00","0.0",,"97","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-09",,,,"0.00","0.0",,"98","72",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-10",,,,"0.00","0.0",,"97","74",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-11",,,,"0.00","0.0",,"96","73",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-12",,,,"0.03","0.0",,"95","75",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-13",,,,"0.00","0.0",,"96","74",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-14",,,,"0.00","0.0",,"97","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-15",,,,"0.00","0.0",,"98","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-16",,,,"0.00","0.0",,"98","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-17",,,,"0.15","0.0",,"96","76",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-18",,,,"0.00","0.0",,"97","72",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-19",,,,"0.00","0.0",,"98","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-20",,,,"0.00","0.0",,"98","77",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-21",,,,"0.00","0.0",,"98","78",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-22",,,,"0.00","0.0",,"98","78",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-23",,,,"0.00","0.0",,"100","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-24",,,,"0.00","0.0",,"99","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-25",,,,"0.00","0.0",,"101","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-26",,,,"0.00","0.0",,"102","78",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-27",,,,"0.00","0.0",,"101","79",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-28",,,,"0.00","0.0",,"101","78",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-29",,,,"0.00","0.0",,"100","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-30",,,,"0.00","0.0",,"99","77",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-07-31",,,,"0.00","0.0",,"103","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-01",,,,"0.03","0.0",,"97","72",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-02",,,,"0.00","0.0",,"98","69",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-03",,,,"0.00","0.0",,"98","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-04",,,,"0.00","0.0",,"100","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-05",,,,"0.00","0.0",,"98","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-06",,,,"0.00","0.0",,"100","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-07",,,,"0.00","0.0",,"101","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-08",,,,"0.00","0.0",,"103","74",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-09",,,,"0.00","0.0",,"100","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-10",,,,"0.00","0.0",,"103","77",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-11",,,,"0.00","0.0",,"103","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-12",,,,"0.00","0.0",,"103","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-13",,,,"0.00","0.0",,"103","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-14",,,,"0.00","0.0",,"102","77",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-15",,,,"0.00","0.0",,"102","75",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-16",,,,"0.05","0.0",,"98","76",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-17",,,,"0.00","0.0",,"99","73",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-18",,,,"0.00","0.0",,"100","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-19",,,,"0.00","0.0",,"102","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-20",,,,"0.00","0.0",,"103","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-21",,,,"0.00","0.0",,"102","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-22",,,,"0.00","0.0",,"103","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-23",,,,"0.00","0.0",,"98","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-24",,,,"0.01","0.0",,"90","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-25",,,,"1.09","0.0",,"83","68",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-26",,,,"4.42","0.0",,"90","66",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-27",,,,"0.15","0.0",,"90","74",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-28",,,,"0.00","0.0",,"93","73",,"    1",,"    1",,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-29",,,,"0.00","0.0",,"90","72",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-30",,,,"0.00","0.0",,"95","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-08-31",,,,"0.08","0.0",,"96","72",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-01",,,,"0.00","0.0",,"97","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-02",,,,"0.00","0.0",,"96","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-03",,,,"0.00","0.0",,"96","69",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-04",,,,"0.00","0.0",,"99","68",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-05",,,,"0.00","0.0",,"100","67",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-06",,,,"0.00","0.0",,"99","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-07",,,,"0.00","0.0",,"97","76",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-08",,,,"0.25","0.0",,"89","71",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-09",,,,"0.96","0.0",,"73","69",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-10",,,,"0.10","0.0",,"74","66",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-11",,,,"0.00","0.0",,"82","65",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-12",,,,"0.00","0.0",,"87","62",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-13",,,,"0.00","0.0",,"88","71",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-14",,,,"0.00","0.0",,"81","72",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-15",,,,"0.00","0.0",,"90","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-16",,,,"0.20","0.0",,"90","64",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-17",,,,"0.11","0.0",,"89","73",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-18",,,,"0.05","0.0",,"86","73",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-19",,,,"0.16","0.0",,"87","73",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-20",,,,"0.00","0.0",,"90","72",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-21",,,,"0.00","0.0",,"92","71",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-22",,,,"0.15","0.0",,"91","69",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-23",,,,"0.00","0.0",,"91","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-24",,,,"0.00","0.0",,"91","69",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-25",,,,"0.00","0.0",,"89","66",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-26",,,,"0.00","0.0",,"81","58",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-27",,,,"0.00","0.0",,"79","51",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-28",,,,"0.00","0.0",,"80","52",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-29",,,,"0.00","0.0",,"85","56",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-09-30",,,,"0.00","0.0",,"88","56",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-01",,,,"0.00","0.0",,"90","54",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-02",,,,"0.00","0.0",,"89","58",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-03",,,,"0.00","0.0",,"88","58",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-04",,,,"0.00","0.0",,"88","58",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-05",,,,"0.00","0.0",,"87","55",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-06",,,,"0.00","0.0",,"93","62",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-07",,,,"0.00","0.0",,"77","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-08",,,,"0.00","0.0",,"85","65",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-09",,,,"0.00","0.0",,"87","62",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-10",,,,"0.00","0.0",,"88","70",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-11",,,,"0.00","0.0",,"85","68",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-12",,,,"0.00","0.0",,"96","62",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-13",,,,"0.00","0.0",,"90","61",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-14",,,,"0.00","0.0",,"92","59",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-15",,,,"0.00","0.0",,"91","64",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-16",,,,"1.11","0.0",,"92","60",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-17",,,,"2.13","0.0",,"61","51",,,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-18",,,,"0.00","0.0",,"63","48",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-19",,,,"0.00","0.0",,"72","44",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-20",,,,"0.00","0.0",,"74","49",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-21",,,,"0.00","0.0",,"72","61",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-22",,,,"0.00","0.0",,"79","60",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-23",,,,"0.00","0.0",,"78","58",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-24",,,,"0.00","0.0",,"76","55",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-25",,,,"0.00","0.0",,"77","55",,,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-26",,,,"0.00","0.0",,"76","49",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-27",,,,"0.00","0.0",,"76","51",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-28",,,,"0.00","0.0",,"78","59",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-29",,,,"0.00","0.0",,"81","63",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-30",,,,"0.00","0.0",,"83","69",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-10-31",,,,"0.00","0.0",,"83","71",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-01",,,,"0.04","0.0",,"83","58",,"    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-02",,,,"0.00","0.0",,"82","50",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-03",,,,"0.00","0.0",,"84","51",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-04",,,,"0.00","0.0",,"90","55",,"    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-05",,,,"0.00","0.0",,"72","46",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-06",,,,"0.00","0.0",,"74","41",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-07",,,,"0.00","0.0",,"73","38",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-08",,,,"0.00","0.0",,"78","44",,,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1948-11-09",,,,"0.05","0.0",,"67","39",,,,,,,,,,,,,,,,,"    1",,,,
