"STATION","NAME","DATE","ACSH","AWND","PGTM","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21"
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-05","   20",," 1436","0.00","0.0",,"100","77","  552",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-06","  100",," 1936","2.62","0.0",,"80","76","    6","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-07","  100",," 1000","1.55","0.0",,"87","75","    0","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-08","  100",," 0624","0.01","0.0",,"90","78","  186",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-09","  100",," 1606","0.00","0.0",,"87","77","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-10","   70",," 1354","0.00","0.0",,"92","76","  402","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-11","   20",," 1254","0.00","0.0",,"92","74","  516",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-12","   30",," 1524","0.00","0.0",,"94","78","  534",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-13","   30",," 1454","0.00","0.0",,"93","77","  420",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-14","   40",," 1454","0.00","0.0",,"93","74","  474",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-15","    0",," 1654","0.00","0.0",,"94","73","  552",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-16","    0",," 2254","0.00","0.0",,"94","71","  738",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-17","    0",," 0000","0.00","0.0",,"95","72","  492",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-18","   30",," 1548","0.00","0.0",,"95","74","  438",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-19","   30",," 0442","0.01","0.0",,"93","74","  450",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-20","   90",," 2354","0.00","0.0",,"92","74","  348",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-21","   60",," 1200","0.00","0.0",,"97","80","  402",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-22","   50",," 0448","0.00","0.0",,"95","80","  294",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-23","   70",," 1236","0.00","0.0",,"95","77","  300","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-24","   70",," 1818","0.00","0.0",,"95","77","  234",,,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-25","   70",," 1948","0.04","0.0",,"95","77","  174",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-26","  100",," 0948","0.18","0.0",,"78","75","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-27","   90",," 1606","0.22","0.0",,"88","77","   48","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-28","   70",," 1136","0.09","0.0",,"93","78","  204","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-29","   90",," 0236","0.00","0.0",,"92","76","   48",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-09-30","   60",," 0954","0.33","0.0",,"84","67","  324",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-01","   40",," 1724","0.00","0.0",,"88","65","  432","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-02","    0",," 1454","0.00","0.0",,"88","65","  654",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-03","   30",," 1448","0.00","0.0",,"88","60","  678",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-04","    0",," 0936","0.00","0.0",,"93","60","  690",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-05","    0",," 2006","0.00","0.0",,"91","62","  708",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-06","   40",," 1418","0.00","0.0",,"87","64","  444",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-07","   10",," 2024","0.00","0.0",,"87","57","  642",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-08","   40",," 1248","0.00","0.0",,"88","59","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-09","   10",," 1630","0.00","0.0",,"87","59","  666",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-10","   30",," 1554","0.00","0.0",,"87","57","  660",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-11","    0",," 1530","0.00","0.0",,"88","61","  660",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-12","    0",," 1112","0.00","0.0",,"87","60","  696",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-13","   40",," 2154","0.00","0.0",,"88","62","  402","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-14","   70",," 1706","0.00","0.0",,"90","74","  228",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-15","  100",," 2030","0.00","0.0",,"91","77","  120","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-16","  100",," 0100","0.00","0.0",,"91","79","   90",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-17","   80",," 0130","0.00","0.0",,"94","73","  180",,,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-18","  100",," 1300","0.80","0.0",,"77","63","   12","    1",,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-19","   90",," 1112","0.00","0.0",,"76","61","  240",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-20","   50",," 2224","0.01","0.0",,"78","58","  378",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-21","   70",," 1518","0.04","0.0",,"80","59","  414",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-22","   70",," 1300","0.00","0.0",,"81","55","  480",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-23","   70",," 2336","0.00","0.0",,"84","58","  378",,,"    1",,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-24","   40",," 0548","0.00","0.0",,"73","46","  462",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-25","   10",," 2112","0.00","0.0",,"76","39","  636",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-26","  100",," 1954","0.02","0.0",,"78","60","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-27","   40",," 0042","0.02","0.0",,"91","62","  480","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-28","  100",," 0912","0.20","0.0",,"63","45","   12",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-29","  100",," 1248","0.00","0.0",,"59","35","  120",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-30","   10",," 1218","0.00","0.0",,"73","34","  654",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-10-31","   20",," 1348","0.00","0.0",,"77","33","  552",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-01","   70",," 2336","0.00","0.0",,"79","47","  324",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-02","   10",," 1424","0.00","0.0",,"80","45","  594",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-03","   20",," 1118","0.00","0.0",,"84","52","  534","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-04","   60",," 1248","0.00","0.0",,"83","53","  528","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-05","    0",," 1248","0.00","0.0",,"83","43","  642",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-06","    0",," 1500","0.00","0.0",,"84","49","  654",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-07","    0",," 1518","0.00","0.0",,"86","50","  654",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-08","   50",," 1406","0.00","0.0",,"86","53","  330","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-09","   30",," 2154","0.00","0.0",,"86","66","  498","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-10","   40",," 1442","0.00","0.0",,"83","62","  390","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-11","   50",," 1436","0.00","0.0",,"81","60","  360","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-12","   10",," 1554","0.00","0.0",,"84","57","  546","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-13","   10",," 0936","0.00","0.0",,"83","48","  576",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-14","  100",," 1954","0.00","0.0",,"78","58","   12","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-15","  100",," 1000","0.67","0.0",,"61","48","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-16","  100",," 0218","1.34","0.0",,"50","43","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-17","  100",," 1312","0.00","0.0",,"54","39","   72",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-18","    0",," 1242","0.00","0.0",,"61","34","  636",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-19","   80",," 1612","0.00","0.0",,"62","32","  432",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-20","   10",," 1612","0.00","0.0",,"67","35","  522",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-21","  100",," 1348","0.05","0.0",,"60","45","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-22","  100",," 0824","0.18","0.0",,"53","44","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-23","   40",," 1942","0.00","0.0",,"70","49","  390","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-24","   50",," 1506","0.00","0.0",,"63","41","  270",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-25","  100",," 1912","1.18","0.0",,"51","34","    0","    1",,,"    1",,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-26","   40",," 1406","0.11","0.0",,"53","31","  456","    1",,,"    1",,,,,,,,,,,,"    1",,"    1",,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-27","    0",," 1524","0.00","0.0",,"62","31","  510",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-28","    0",," 1330","0.00","0.0",,"64","28","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-29","    0",," 1600","0.00","0.0",,"73","33","  624",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-11-30","   80",," 1024","0.00","0.0",,"76","46","  150","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-01","   90",," 0342","0.00","0.0",,"77","55","  126","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-02","   60",," 0700","0.00","0.0",,"61","46","  156","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-03","  100",," 0024","0.00","0.0",,"58","42","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-04","  100",," 1254","0.07","0.0",,"70","53","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-05","  100",," 1654","0.11","0.0",,"75","67","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-06","  100",," 1154","0.11","0.0",,"78","69","    6","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-07","  100",," 1712","0.00","0.0",,"79","71","    0",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-08","  100",," 1718","0.19","0.0",,"75","54","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-09","  100",," 0242","0.02","0.0",,"58","47","    0",,,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-10","   50",," 0942","0.00","0.0",,"62","36","  456",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-11","   40",," 1418","0.00","0.0",,"65","31","  420",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-12","   70",," 1506","0.00","0.0",,"71","33","  432",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-13","  100",," 1224","0.04","0.0",,"71","51","  102","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-14","  100",," 1112","0.04","0.0",,"63","59","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-15","   80",," 1212","0.03","0.0",,"70","50","   78","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-16","    0",," 1448","0.00","0.0",,"81","48","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-17","    0",," 2242","0.00","0.0",,"75","42","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-18","   20",," 1500","0.00","0.0",,"78","40","  480","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-19","  100",," 0830","0.00","0.0",,"61","38","    0","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-20","  100",," 0048","0.00","0.0",,"42","35","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-21","  100",," 0542","0.00","0.0",,"43","33","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-22","  100",," 1612","0.00","0.0",,"48","38","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-23","  100",," 2206","0.00","0.0",,"64","44","    0","    1","    1",,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-24","   90",," 0948","0.00","0.0",,"61","37","  288",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-25","   10",," 0348","0.00","0.0",,"51","27","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-26","   30",," 1606","0.00","0.0",,"67","29","  540",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-27","   30",," 1418","0.00","0.0",,"71","35","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-28","   40",," 1706","0.00","0.0",,"70","34","  522","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-29","   80",," 2354","0.00","0.0",,"68","43","  210","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-30","    0",," 0036","0.00","0.0",,"65","37","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1980-12-31","    0",," 1018","0.00","0.0",,"72","35","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-01","   40",," 1500","0.00","0.0",,"72","39","  384",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-02","    0",," 1124","0.00","0.0",,"65","36","  618",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-03","   20",," 1230","0.00","0.0",,"71","36","  540",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-04","   70",," 0900","0.00","0.0",,"63","41","  450",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-05","  100",," 0700","0.02","0.0",,"56","40","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-06","  100",," 1712","0.08","0.0",,"66","51","    0","    1","    1",,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-07","   90",," 1006","0.00","0.0",,"61","38","  366",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-08","   90",," 1354","0.28","0.0",,"58","36","   30",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-09","  100",," 2136","0.00","0.0",,"63","48","   84",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-10","  100",," 1418","0.00","0.0",,"58","50","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-11","  100",," 1948","0.00","0.0",,"59","47","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-12","  100",," 0524","0.00","0.0",,"53","31","  318",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-13","  100",," 1442","0.07","0.0",,"49","31","    0","    1",,,,,,,"    1",,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-14","    0",," 0936","0.07","0.0",,"65","39","  624","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-15","   60",," 1836","0.00","0.0",,"63","32","  540",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-16","  100",," 1124","0.00","0.0",,"54","37","   72",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-17","  100",," 0236","0.00","0.0",,"46","36","    0",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-18","  100",," 0054","0.00","0.0",,"43","37","    0",,,,"    1",,,,,,,,,,,,"    1",,"    1",,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-19","  100",," 1200","1.54","0.0",,"40","33","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-20","    0",," 1348","0.00","0.0",,"66","35","  594","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-21","   40",," 1324","0.00","0.0",,"60","34","  486",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-22","   50",," 1518","0.00","0.0",,"62","30","  516",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-23","    0",," 1112","0.00","0.0",,"67","30","  636",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-24","    0",," 1312","0.00","0.0",,"76","32","  636",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-25","  100",," 1518","0.00","0.0",,"75","35","  414",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-26","  100",," 1142","0.00","0.0",,"66","46","    0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-27","   50",," 1654","0.00","0.0",,"73","49","  420","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-28","   20",," 1712","0.00","0.0",,"76","40","  570","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-29","   70",," 1112","0.00","0.0",,"77","58","  294","    1",,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-30","  100",," 1000","0.00","0.0",,"64","48","  408","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-01-31","  100",," 1624","0.00","0.0",,"64","44","    0","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-02-01","   10",," 1342","0.06","0.0",,"63","36","  534","    1",,,,,,,,,,,,,,,"    1",,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-02-02","   60",," 1000","0.00","0.0",,"53","28","  582",,,,,,,,,,,,,,,,,,,,
"USW00012921","SAN ANTONIO INTERNATIONAL AIRPORT, TX US","1981-02-03","   80",," 2236","0.00","0.0",,"53","24","  156","    1",,,,,,,,,,,,,,,"    1",,,,
