"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","TMAX","TMIN","WT01","WT02","WT03","WT06","WT08"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-21","7.38",,"0.04",,"79","59","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-22","7.83",,"0.00",,"78","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-23","15.66",,"0.00",,"65","53",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-24","8.72",,"0.00",,"70","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-25","5.59",,"0.00",,"78","61","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-26","10.29",,"0.01",,"86","69","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-27","7.61",,"0.20",,"82","58","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-28","12.08",,"0.49",,"85","56","    1","    1","    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-29","14.76",,"0.00",,"76","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-04-30","8.50",,"0.00",,"87","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-01","6.93",,"0.00",,"85","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-02","5.82",,"0.00",,"80","64","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-03","5.82",,"0.00",,"85","61",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-04","6.71",,"0.00",,"84","62","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-05","9.17",,"0.00",,"92","71","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-06","10.07",,"0.00",,"89","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-07","8.05",,"0.00",,"82","68","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-08","9.17",,"0.00",,"91","69","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-09","6.26",,"0.41",,"75","66","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-10","6.04",,"0.07",,"81","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-11","8.28",,"0.00",,"89","71","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-12","10.51",,"0.00",,"87","71","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-13","7.83",,"1.11",,"78","64","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-14","3.80",,"0.21",,"83","64","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-15","5.37",,"0.35",,"83","67","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-16","4.92",,"0.03",,"84","65",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-17","3.36",,"0.00",,"87","62",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-18","4.47",,"0.00",,"89","61",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-19","7.61",,"0.00",,"90","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-20","8.50",,"0.08",,"83","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-21","3.80",,"0.13",,"72","64","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-22","3.80",,"0.00",,"86","62",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-23","5.59",,"0.00",,"90","63",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-24","7.38",,"0.36",,"88","65","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-25","6.26",,"0.00",,"86","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-26","5.82",,"0.00",,"87","63",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-27","4.47",,"0.00",,"87","65",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-28","7.16",,"0.00",,"84","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-29","3.80",,"0.00",,"86","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-30","4.25",,"0.00",,"89","63",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-05-31","5.82",,"0.00",,"89","64","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-01","7.83",,"0.00",,"91","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-02","7.16",,"0.00",,"90","66","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-03","7.16",,"0.01",,"91","62",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-04","4.70",,"0.09",,"82","66",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-05","6.04",,"0.00",,"89","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-06","4.03",,"0.29",,"88","62","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-07","2.91",,"0.00",,"89","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-08","3.58",,"0.29",,"89","67","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-09","4.70",,"0.19",,"97","65","    1","    1","    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-10","11.63",,"0.00",,"96","72",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-11","10.29",,"0.00",,"96","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-12","9.84",,"0.00",,"96","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-13","10.29",,"0.00",,"95","77","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-14","8.28",,"0.00",,"94","79",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-15","9.40",,"0.00",,"99","80","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-16","10.74",,"0.00",,"101","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-17","10.51",,"0.00",,"95","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-18","12.08",,"0.00",,"103","79",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-19","10.29",,"0.00",,"102","77",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-20","9.84",,"0.00",,"103","78","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-21","8.50",,"1.16",,"102","74","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-22","8.50",,"0.01",,"93","75",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-23","9.17",,"0.00",,"98","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-24","11.41",,"0.00",,"100","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-25","12.97",,"0.00",,"100","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-26","10.96",,"0.00",,"101","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-27","10.07",,"0.00",,"101","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-28","10.51",,"0.00",,"99","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-29","10.96",,"0.00",,"98","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-06-30","11.86",,,,"98","78",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-01","8.95",,"0.00",,"99","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-02","5.82",,"0.00",,"96","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-03","8.05",,"0.00",,"95","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-04","8.05",,"0.00",,"96","74",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-05","10.29",,"0.00",,"95","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-06","9.84",,"0.02",,"90","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-07","8.72",,"0.00",,"91","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-08","8.95",,"0.00",,"100","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-09","10.29",,"0.00",,"100","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-10","9.40",,"0.00",,"102","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-11","11.63",,"0.00",,"102","78",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-12","14.54",,"0.00",,"105","80",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-13","12.30",,"0.00",,"105","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-14","13.20",,"0.00",,"104","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-15","10.29",,"0.00",,"104","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-16","8.72",,"0.00",,"103","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-17","8.95",,"0.00",,"103","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-18","10.51",,"0.00",,"104","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-19","11.63",,"0.00",,"103","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-20","9.40",,"0.00",,"102","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-21","8.28",,"0.00",,"101","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-22","5.59",,"0.00",,"104","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-23","5.14",,"0.09",,"100","74",,,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-24","6.49",,"0.00",,"101","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-25","7.61",,"0.00",,"101","71",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-26","9.40",,"0.00",,"101","77",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-27","8.50",,"0.00",,"100","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-28","7.83",,"0.00",,"100","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-29","6.71",,"0.00",,"101","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-30","6.26",,"0.00",,"101","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-07-31","7.83",,"0.00",,"103","77",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-01","7.61",,"0.00",,"104","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-02","9.84",,"0.00",,"103","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-03","9.40",,"0.00",,"103","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-04","10.51",,"0.00",,"105","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-05","10.07",,"0.00",,"105","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-06","10.96",,"0.00",,"105","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-07","11.63",,"0.00",,"105","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-08","12.30",,"0.00",,"105","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-09","14.09",,"0.00",,"107","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-10","13.42",,"0.00",,"106","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-11","13.42",,"0.00",,"106","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-12","12.53",,"0.00",,"105","79",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-13","13.65",,"0.00",,"104","80",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-14","7.38",,"0.00",,"105","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-15","9.62",,"0.00",,"102","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-16","6.49",,"0.00",,"105","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-17","7.38",,"0.00",,"108","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-18","8.72",,"0.00",,"105","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-19","7.83",,"0.00",,"104","70","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-20","4.70",,"0.00",,"106","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-21","7.61",,"0.00",,"105","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-22","9.40",,"0.01",,"97","79","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-23","7.83",,"0.00",,"102","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-24","5.59",,"0.00",,"104","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-25","6.26",,"0.00",,"106","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-26","5.14",,"0.00",,"105","71",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-27","6.71",,"0.00",,"108","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-28","8.72",,"0.00",,"101","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-29","9.17",,"0.00",,"100","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-30","7.38",,"0.00",,"102","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-08-31","6.49",,"0.00",,"103","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-01","4.92",,"0.00",,"102","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-02","4.47",,"0.00",,"102","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-03","7.61",,"0.00",,"101","74",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-04","10.29",,"0.00",,"102","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-05","12.53",,"0.00",,"103","80",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-06","6.26",,"0.00",,"103","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-07","7.38",,"0.00",,"105","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-08","7.83",,"0.00",,"106","77",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-09","8.72",,"0.00",,"103","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-10","7.16",,"0.00",,"100","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-11","5.82",,"0.00",,"97","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-12","8.50",,"0.00",,"97","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-13","9.40",,"0.00",,"91","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-14","5.82",,"1.41",,"99","70","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-15","5.82",,"0.00",,"92","71","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-16","6.26",,"0.16",,"91","72","    1",,"    1",,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-17","7.38",,"0.00",,"94","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-18","5.37",,"0.00",,"96","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-19","8.50",,"0.00",,"97","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-20","9.40",,"0.00",,"98","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-21","6.71",,"0.00",,"99","73",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-22","8.50",,"0.00",,"99","72",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-23","10.29",,"0.00",,"101","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-24","12.75",,"0.00",,"103","78",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-25","7.38",,"0.04",,"99","76",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-26","5.37",,"0.00",,"97","70",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-27","4.03",,"0.00",,"96","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-28","5.59",,"0.00",,"96","66",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-29","5.82",,"0.00",,"96","67","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-09-30","6.71",,"0.00",,"96","68",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-01","7.61",,"0.00",,"96","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-02","7.83",,"0.00",,"95","69",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-03","6.49",,"0.00",,"96","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-04","8.72",,"0.00",,"99","75",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-05","6.71",,"1.20",,"81","68","    1",,"    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-06","9.40",,"0.00",,"86","67",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-07","12.30",,"0.00",,"77","58",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-08","4.25",,"0.00",,"80","51",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-09","5.82",,"0.00",,"84","53",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-10","4.92",,"0.00",,"78","63",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-11","5.14",,"0.01",,"73","65","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-12","10.51",,"0.00",,"87","65","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-13","6.93",,"0.00",,"92","72","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-14","11.41",,"0.00",,"79","58",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-15","11.63",,"0.00",,"76","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-16","9.84",,"0.00",,"76","46",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-17","4.25",,"0.00",,"78","41",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-18","8.28",,"0.00",,"84","45",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-19","3.58",,"0.00",,,"55",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-20","4.70",,"0.00",,"97","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-21","6.26",,"0.00",,"94","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-22","7.61",,"0.00",,"90","60","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-23","9.84",,"1.13",,"83","71","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-24","12.97",,"0.04",,"84","72","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-25","14.09",,"0.06",,"89","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-26","8.05",,"1.88",,"77","72","    1","    1","    1",,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-27","7.61",,"0.01",,"88","73","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-28","8.50",,"0.10",,"88","74","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-29","12.97",,"0.01",,"76","48","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-30","18.79",,"0.06",,"48","42","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-10-31","12.53"," 1414","0.02",,"60","38",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-01","7.38",,"0.00",,"61","36",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-02","4.70",,"0.00",,"67","34",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-03","4.92",,"0.00",,"77","49",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-04","5.37",,"0.00",,"80","57","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-05","4.03",,"0.00",,"81","55","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-06","8.72",,"0.00",,"81","60","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-07","9.84",,"0.00",,"86","62",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-08","9.17",,"0.00",,"84","67","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-09","10.29",,"0.52",,"77","56","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-10","13.65",,"0.46",,"57","54","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-11","8.28",,"0.01",,"60","54","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-12","8.50",,"0.38",,"60","55","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-13","11.18",,"0.02",,"66","54",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-14","7.16",,"0.00",,"73","52",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-15","4.92",,"0.00",,"75","48",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-16","3.13",,"0.00",,"61","48","    1","    1",,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-17","8.95",,"0.00",,"79","56","    1",,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-18","7.16",,"0.00",,"68","60",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-19","4.47",,"0.05",,"66","55","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-20","8.50",,"0.00",,"85","62","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-21","16.11",,"0.00",,"61","45",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-22","7.38",,"0.00",,"66","40",,,,,"    1"
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-23","4.70",,"0.03",,"58","37",,,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-24","5.37",,"0.00",,"66","37","    1",,,,
"USW00012979","SAN MARCOS MUNICIPAL AIRPORT, TX US","2023-11-25","6.93",,"0.00",,"62","45",,,,,
